Sexo de la victima,Grupo de edad de la victima,Zona del Hecho,Escenario del Hecho,Mes del hecho,Dia del hecho,Rango de Hora del Hecho X 3 Horas,Departamento del hecho DANE,Mecanismo Causal,Diagnostico Topográfico de la Lesión,Presunto Agresor,Pertenencia Grupal,Escolaridad,Ancestro Racial
Hombre,(55 a 59),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Junio,Lunes,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Agosto,Martes,00:00 a 02:59,Boyacá,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Domingo,00:00 a 02:59,Santander,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Marzo,Domingo,00:00 a 02:59,Santander,Corto punzante,Trauma de cuello,Ex compañero (a) permanente,Ninguno,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Noviembre,Domingo,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Compañero (a) permanente,Ninguno,Sin información,Mestizo
Hombre,(35 a 39),Parte rural (vereda y campo),vivienda,Enero,Miércoles,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Sin información
Hombre,(15 a 17),Cabecera municipal,vía pública,Enero,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(40 a 44),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Febrero,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas irregulares,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Marzo,Jueves,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ex convictos (as),Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Marzo,Jueves,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Sin información
Hombre,(15 a 17),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Marzo,Jueves,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Otro,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(40 a 44),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Marzo,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,centros de reclusión,Marzo,Lunes,Sin información,Antioquia,Corto punzante,Trauma de Tórax,Sin información,Persona bajo custodia,Sin información,Sin información
Hombre,(00 a 04),"Centro poblado(corregimiento, inspección de policía y caserío)",lugares de explotación de minas y canteras,Abril,Lunes,15:00 a 17:59,Antioquia,Tóxico,Politraumatismo,Padre,Ninguno,Sin escolaridad,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Abril,Sábado,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas irregulares,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Abril,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ex convictos (as),Educación inicial y educación preescolar,Mestizo
Hombre,(55 a 59),Cabecera municipal,vivienda,Abril,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Otro,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vivienda,Mayo,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,terreno baldío,Mayo,Martes,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Ninguno,Educación inicial y educación preescolar,Sin información
Hombre,(20 a 24),Cabecera municipal,vivienda,Mayo,Martes,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Junio,Lunes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas irregulares,Otro,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Julio,Martes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas irregulares,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(55 a 59),Parte rural (vereda y campo),carretera (fuera de la ciudad),Julio,Martes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Otro,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Julio,Domingo,Sin información,Santander,Corto contundente,Politraumatismo,Agresor desconocido,Otro,Educación básica primaria,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),vía pública,Julio,Martes,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Sin información,Negro
Hombre,(20 a 24),Cabecera municipal,vía pública,Agosto,Sábado,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Otro,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(45 a 49),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Agosto,Sábado,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Sin información,Otro,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Octubre,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Otro,Sin información,Sin información
Hombre,(35 a 39),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Octubre,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Otro,Sin información,Sin información
Hombre,(18 a 19),Parte rural (vereda y campo),"calle (autopista, avenida, dentro de la ciudad)",Octubre,Miércoles,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación media o secundaria alta,Sin información
Hombre,(50 a 54),Parte rural (vereda y campo),"calle (autopista, avenida, dentro de la ciudad)",Octubre,Viernes,Sin información,Santander,Corto contundente,Politraumatismo,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Noviembre,Domingo,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de abdomen,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Domingo,Sin información,Santander,Corto punzante,Trauma de Tórax,Cuñado (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Abril,Sábado,09:00 a 11:59,Santander,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(45 a 49),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Noviembre,Jueves,09:00 a 11:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Mujer,(20 a 24),Cabecera municipal,terreno baldío,Diciembre,Miércoles,09:00 a 11:59,Santander,Corto punzante,Politraumatismo,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Sin escolaridad,Mestizo
Hombre,(35 a 39),Cabecera municipal,"centro de atención médica (hospital, clínica, consultorio, etc.)",Diciembre,Domingo,00:00 a 02:59,Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Julio,Martes,Sin información,Bolívar,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Marzo,Jueves,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),vivienda,Mayo,Miércoles,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Septiembre,Sábado,Sin información,Bolívar,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Sin escolaridad,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),vía pública,Septiembre,Viernes,Sin información,Bolívar,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),sin información,Octubre,Domingo,Sin información,Bolívar,Proyectil de arma de fuego,Trauma de cuello,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),carretera (fuera de la ciudad),Octubre,Martes,Sin información,Bolívar,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Mujer,(25 a 29),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Octubre,Domingo,Sin información,Bolívar,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(35 a 39),Parte rural (vereda y campo),vía pública,Noviembre,Martes,Sin información,Bolívar,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Noviembre,Domingo,00:00 a 02:59,Bolívar,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),carretera (fuera de la ciudad),Diciembre,Miércoles,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Diciembre,Lunes,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica primaria,Sin información
Hombre,(30 a 34),Parte rural (vereda y campo),sin información,Febrero,Sábado,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(45 a 49),Parte rural (vereda y campo),carretera (fuera de la ciudad),Marzo,Martes,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),"Centro poblado(corregimiento, inspección de policía y caserío)",vía pública,Febrero,Martes,06:00 a 08:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Cuñado (a),Campesinos (as) y/o trabajadores (as) del campo,Educación básica primaria,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),vivienda,Marzo,Miércoles,18:00 a 20:59,Santander,Corto contundente,Trauma de cuello,Conocido sin ningun trato,Otro,Educación básica primaria,Sin información
Hombre,(25 a 29),Cabecera municipal,vivienda,Marzo,Jueves,Sin información,Boyacá,Proyectil de arma de fuego,Trauma de miembros,Policía,Ninguno,Educación inicial y educación preescolar,Mestizo
Mujer,(65 a 69),Parte rural (vereda y campo),vivienda,Mayo,Miércoles,Sin información,Santander,Contundente,Trauma craneano,Hijo (a),Campesinos (as) y/o trabajadores (as) del campo,Sin escolaridad,Mestizo
Hombre,(55 a 59),Parte rural (vereda y campo),otros,Abril,Domingo,Sin información,Santander,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación básica primaria,Mestizo
Mujer,(50 a 54),Cabecera municipal,vivienda,Mayo,Miércoles,Sin información,Boyacá,Proyectil de arma de fuego,Politraumatismo,Ex esposo (a),Pertenencia múltiple,Educación técnica profesional y tecnológica,Mestizo
Hombre,(50 a 54),Parte rural (vereda y campo),vivienda,Junio,Lunes,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Campesinos (as) y/o trabajadores (as) del campo,Sin escolaridad,Mestizo
Mujer,(20 a 24),Cabecera municipal,"lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",Julio,Martes,Sin información,Santander,Generadores de asfixia,Sin lesiones,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(25 a 29),"Centro poblado(corregimiento, inspección de policía y caserío)",lugares de esparcimiento con expendio de alcohol,Junio,Sábado,Sin información,Santander,Proyectil de arma de fuego,Trauma de abdomen,Compañero (a) permanente,Ninguno,Educación inicial y educación preescolar,Mestizo
Mujer,(30 a 34),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Agosto,Domingo,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Ex compañero (a) permanente,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(45 a 49),Parte rural (vereda y campo),vivienda,Septiembre,Viernes,12:00 a 14:59,Santander,Proyectil de arma de fuego,Politraumatismo,Primo (a),Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Septiembre,Viernes,Sin información,Santander,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Viernes,Sin información,Boyacá,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(25 a 29),Parte rural (vereda y campo),vivienda,Diciembre,Jueves,18:00 a 20:59,Santander,Generadores de asfixia,Trauma de cuello,Primo (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Santander,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(55 a 59),Cabecera municipal,vía pública,Enero,Miércoles,12:00 a 14:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Enero,Miércoles,12:00 a 14:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación técnica profesional y tecnológica,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Enero,Miércoles,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(25 a 29),Cabecera municipal,vía pública,Febrero,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Febrero,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Mujer,(35 a 39),Parte rural (vereda y campo),vivienda,Marzo,Domingo,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Compañero (a) permanente,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Abril,Domingo,Sin información,Atlántico,Corto contundente,Trauma de Tórax,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),"Centro poblado(corregimiento, inspección de policía y caserío)",vía pública,Abril,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
